AcX	AcY	AcZ
-10244	1160	-776
-11820	-256	-1500
-14356	-2784	-2136
-16008	-2744	-2284
-19304	-1952	-1756
-23056	-1616	-1136
-26824	-4004	-836
-31772	-8456	-476
-32768	-12124	-2232
-32768	-17816	-4032
-32768	-23316	-3920
-29516	-21468	-1796
-25784	-25800	-3608
-22936	-32768	-9532
-19348	-32768	-3552
-18552	-28804	824
-17116	-27904	-2316
-32708	-4160	-5684
-22396	10348	-13620
-22128	32767	-4336
-32768	20908	-1916
-23908	2028	1452
-10096	-11192	23568
-16696	-9136	656
-14412	-3568	-4888
-13404	-5076	-928
-6976	-22340	-7216
-20684	-9768	-21076
-13640	-10312	-7200
-16088	-1552	-10292
-15944	1120	-6432
-17124	8672	-4768
-15428	8572	-3420
-15368	1460	-4112
-14080	-7872	-5584
-16568	-9684	-6284
-14988	-6272	-6204
-14816	-1332	-7576
-15552	-192	-6016
-16324	-1916	-4044
-16396	-3208	-2948
-16204	-3544	-3096
-15876	-3472	-4388
-15772	-2712	-5468
-15624	-2652	-6916
-15128	-1640	-7228
-17232	-1868	-9228
-16876	-1140	-7252
-17352	-1428	-5152
-17356	-888	-6180
-16748	940	-5080
-17420	3520	-5532
-19088	3104	-6788
-19796	2424	-7776
-21856	2300	-7336
-23516	1948	-4672
-23432	2276	-4448
-23972	1376	-6140
-26648	1628	-7240
-29804	3440	-7356
-32768	5352	-7900
-30472	8652	-11776
-32768	6392	-11268
-32608	2272	-8008
-27292	-2660	-10444
-28028	5972	-20240
-27288	11480	-21560
-2616	-19328	-8716
-16724	-16808	3872
-8832	-980	5984
-6508	3880	-7604
-2468	6828	-9200
-1588	5580	-4812
-2104	-280	-2844
-2332	-1700	-1300
-3024	-492	-1116
-4972	-660	-736
-5088	-984	-1044
-6832	108	-2212
-8028	-128	-2712
-10920	-360	-2596
-12580	-3132	-3400
-13436	-3128	-3560
-15816	-3188	-3440
-20184	-3468	-2772
-25216	-5116	-2200
-27804	-7676	-1996
-30240	-10228	-3284
-32768	-13524	-4688
-32768	-20396	-5864
-32768	-26852	-6328
-26080	-22872	-6112
-25516	-30972	-9440
-24032	-32768	-5568
-17816	-30368	-256
-16908	-27532	-1452
-21664	-28780	-3252
-25300	1880	-4116
-21344	32767	156
-30792	25544	-1280
-32768	15788	-3676
-17296	-3560	17716
-13224	-13668	14492
-15980	-7000	-5024
-13356	-4172	-6936
-3124	-21756	-6168
-26616	-10176	-24044
-10816	-12376	-12944
-18120	-3752	-9828
-15688	-796	-6276
-16968	4736	-3588
-15924	7996	-3224
-14580	5744	-1560
-17240	-2576	-3380
-14928	-7488	-5316
-15656	-6956	-8484
-14108	-6084	-8016
-14656	-2524	-10028
-15800	1488	-7248
-15616	172	-4288
-16172	-2256	-3276
-15948	-2400	-3296
-14936	-2616	-4576
-15160	-1988	-6068
-14984	-1524	-6460
-15076	-1788	-7120
-13964	-2820	-6436
-16720	-3308	-8620
-16548	-2584	-5996
-17920	-360	-6652
-16400	2052	-3936
-18992	3664	-5656
-19204	3844	-6188
-21156	1468	-6464
-23160	-4	-5232
-23712	-252	-4748
-23288	-880	-7256
-24744	-312	-8012
-26928	972	-8016
-27868	2836	-8432
-30756	4332	-9224
-29736	7180	-10896
-32768	3644	-8496
-32768	1944	-6688
-26052	2392	-8164
-25896	2424	-15980
-24936	11672	-17980
-23992	8872	-20088
-11000	-29340	-6520
-12096	-6272	1884
-8644	6252	-2088
-5072	8392	-8316
-3532	8032	-5936
-3336	1812	-4076
-3980	-2364	-2488
-4556	-1684	-980
-6816	-812	-572
-6652	-540	868
-7288	-268	-472
-8764	-1532	-1676
-11168	-820	-1812
-13040	-204	-2908
-14748	-1252	-3144
-16612	-1656	-2808
-21156	-1832	-2316
-26008	-2772	-1976
-28212	-5584	-1904
-30864	-10188	-2808
-32768	-14464	-3240
-32768	-19800	-3284
-32768	-21852	-3284
-27844	-19012	-3916
-23804	-29876	-11188
-23948	-32768	-8236
-18136	-32272	412
-16400	-26948	-1372
-22000	-26440	-3676
-22812	-12804	-8436
-22276	32767	-2400
-32768	25900	-11328
-32768	340	-8444
-7292	-6888	25844
-14864	-9900	6896
-15028	-5192	-4024
-12312	-3704	1696
-15992	-17868	-4864
-22936	-7900	-18860
-9984	-15076	-16064
-18488	-6224	-6092
-15828	708	-7568
-17336	3384	-4060
-16136	6564	-3360
-15016	4612	-2748
-14852	-1884	-4160
-16048	-6804	-4660
-15664	-7480	-5784
-15680	-6296	-5920
-15068	-2000	-5420
-15772	844	-5516
-15788	-808	-4512
-15932	-2596	-3812
-15432	-2844	-3808
-15240	-2848	-4800
-15608	-2568	-5612
-15284	-2812	-5800
