AcX,AcY,AcZ
-7776,4944,-9776
-5484,6676,-7164
-2204,8580,-5744
-3020,5680,-2688
-3140,1852,-1224
-3692,56,-1680
-6572,-84,-1596
-6220,-1428,-2700
-7324,-188,-5088
-8764,-320,-5500
-11352,-1760,-5692
-13016,-3888,-4872
-14592,-5344,-4252
-16640,-5092,-3356
-21120,-5220,-2436
-24300,-6960,-2244
-26540,-7824,-3032
-28680,-8560,-4728
-32588,-10908,-4696
-32768,-18460,-3856
-32768,-27928,-1868
-29548,-25196,-3988
-25032,-23440,-8076
-24412,-32768,-3684
-19056,-32768,2044
-18180,-28568,-976
-16856,-28720,-3056
-25016,-10264,-11188
-29580,23416,-3468
-23304,32767,-3264
-32768,19232,6176
-23576,-9216,19308
-12908,-11508,-3668
-18124,-8632,-3440
-12416,-4296,-3464
-3932,-23032,-22304
-24396,-8156,-9328
-13644,-12924,-8776
-18008,-6924,-6400
-17004,-4444,-2892
-16492,2864,-4252
-15324,6356,-5084
-15480,7488,-5864
-15028,-848,-6740
-16036,-6144,-4692
-15448,-7672,-7148
-15668,-5788,-7144
-16588,1996,-6536
-15120,1732,-3656
-16212,-1296,-2864
-15320,-1696,-3836
-15568,-2744,-4932
-15656,-2388,-5692
-15204,-2172,-6688
-15664,-2672,-6704
-14444,-3456,-8120
-16748,-4060,-6976
-18652,-916,-7008
-15628,-200,-3872
-17640,1484,-4376
-19260,1352,-4852
-20436,1888,-5404
-21668,1088,-4624
-22964,2052,-4952
-23900,2064,-6668
-23516,692,-9064
-23892,-384,-9540
-27000,1272,-9492
-28316,4604,-9708
-30608,5572,-11488
-32084,7624,-10016
-32768,2604,-7300
-32768,300,-9564
-26048,924,-15220
-27408,6296,-20076
-25316,11968,-14460
-10780,5200,-5320
-19968,-21112,2100
-9876,968,-7572
-7712,8012,-10284
-5068,8448,-4828
-3684,7880,-2440
-4724,1416,-1092
-4504,-1084,-1396
-5712,4,-1588
-7008,-212,-856
